year,month,territory,continent,cases,deaths,population
2020,Jun,Mauritania,Africa,3666,105,4525698
2020,Jun,Mauritius,Africa,6,0,1269670
2020,Jun,Mexico,America,133145,17342,127575529
2020,Jun,Moldova,Europe,8259,245,4043258
2020,Jun,Monaco,Europe,4,0,33085
2020,Jun,Mongolia,Asia,41,0,3225166
2020,Jun,Montenegro,Europe,177,2,622182
2020,Jun,Montserrat,America,0,0,4991
2020,Jun,Morocco,Africa,4510,21,36471766
2020,Jun,Mozambique,Africa,639,4,30366043
2020,Jun,Myanmar,Asia,75,0,54045422
2020,Jun,Namibia,Africa,173,0,2494524
2020,Jun,Nepal,Asia,11847,23,28608715
2020,Jun,Netherlands,Europe,3966,156,17282163
2020,Jun,New_Caledonia,Oceania,2,0,282757
2020,Jun,New_Zealand,Oceania,24,0,4783062
2020,Jun,Nicaragua,America,1411,39,6545503
2020,Jun,Niger,Africa,119,3,23310719
2020,Jun,Nigeria,Africa,15278,300,200963603
2020,Jun,North_Macedonia,Europe,4060,167,2077132
2020,Jun,Northern_Mariana_Islands,Oceania,8,0,57213
2020,Jun,Norway,Europe,444,13,5328212
2020,Jun,Oman,Asia,28637,127,4974992
2020,Jun,Pakistan,Asia,139841,2821,216565317
2020,Jun,Palestine,Asia,1817,3,4981422
2020,Jun,Panama,America,19767,290,4246440
2020,Jun,Papua_New_Guinea,Oceania,3,0,8776119
2020,Jun,Paraguay,America,1227,5,7044639
2020,Jun,Peru,America,126694,5133,32510462
2020,Jun,Philippines,Asia,19214,305,108116622
2020,Jun,Poland,Europe,10583,383,37972812
2020,Jun,Portugal,Europe,9709,172,10276617
2020,Jun,Puerto_Rico,America,3532,20,2933404
2020,Jun,Qatar,Asia,39844,77,2832071
2020,Jun,Romania,Europe,7449,381,19414458
2020,Jun,Russia,Europe,244581,4611,145872260
2020,Jun,Rwanda,Africa,642,1,12626938
2020,Jun,Saint_Kitts_and_Nevis,America,0,0,52834
2020,Jun,Saint_Lucia,America,1,0,182795
2020,Jun,Saint_Vincent_and_the_Grenadines,America,3,0,110593
2020,Jun,San_Marino,Europe,27,0,34453
2020,Jun,Sao_Tome_and_Principe,Africa,234,1,215048
2020,Jun,Saudi_Arabia,Asia,103052,1119,34268529
2020,Jun,Senegal,Africa,3163,66,16296362
2020,Jun,Serbia,Europe,2907,32,6963764
2020,Jun,Seychelles,Africa,0,0,97741
2020,Jun,Sierra_Leone,Africa,598,14,7813207
2020,Jun,Singapore,Asia,9295,3,5804343
2020,Jun,Sint_Maarten,America,0,0,42389
2020,Jun,Slovakia,Europe,144,0,5450421
2020,Jun,Slovenia,Europe,112,3,2080908
2020,Jun,Somalia,Africa,988,17,15442906
2020,Jun,South_Africa,Africa,113297,1886,58558267
2020,Jun,South_Korea,Asia,1332,12,51225321
2020,Jun,South_Sudan,Africa,1012,27,11062114
2020,Jun,Spain,Europe,9842,1228,46937060
2020,Jun,Sri_Lanka,Asia,422,1,21323734
2020,Jun,Sudan,Africa,4458,310,42813237
2020,Jun,Suriname,America,487,12,581363
2020,Jun,Sweden,Europe,30554,915,10230185
2020,Jun,Switzerland,Europe,807,25,8544527
2020,Jun,Syria,Asia,147,5,17070132
2020,Jun,Taiwan,Asia,5,0,23773881
2020,Jun,Tajikistan,Asia,2093,5,9321023
2020,Jun,Thailand,Asia,90,1,69625581
2020,Jun,Timor_Leste,Asia,0,0,1293120
2020,Jun,Togo,Africa,210,1,8082359
2020,Jun,Trinidad_and_Tobago,America,9,0,1394969
2020,Jun,Tunisia,Africa,96,2,11694721
2020,Jun,Turkey,Asia,35510,600,82003882
2020,Jun,Turks_and_Caicos_islands,America,29,0,38194
2020,Jun,Uganda,Africa,457,0,44269587
2020,Jun,Ukraine,Europe,20424,451,43993643
2020,Jun,United_Arab_Emirates,Asia,14350,52,9770526
2020,Jun,United_Kingdom,Europe,39139,5199,66647112
2020,Jun,United_Republic_of_Tanzania,Africa,0,0,58005461
2020,Jun,United_States_of_America,America,820168,22359,329064917
2020,Jun,United_States_Virgin_Islands,America,15,0,104579
2020,Jun,Uruguay,America,111,5,3461731
2020,Jun,Uzbekistan,Asia,4744,10,32981715
2020,Jun,Venezuela,America,4071,34,28515829
2020,Jun,Vietnam,Asia,28,0,96462108
2020,Jun,Western_Sahara,Africa,185,0,582458
2020,Jun,Yemen,Asia,818,227,29161922
2020,Jun,Zambia,Africa,511,15,17861034
2020,Jun,Zimbabwe,Africa,400,3,14645473
