year,week,territory,continent,cases,deaths,population
2020,10,Costa_Rica,America,9,0,4999441
2020,10,Croatia,Europe,4,0,4089400
2020,10,Cyprus,Europe,2,0,1189265
2020,10,Czechia,Europe,35,0,10625695
2020,10,Denmark,Europe,108,0,5797446
2020,10,Dominican_Republic,America,4,0,10627165
2020,10,Ecuador,America,8,0,17084357
2020,10,Egypt,Africa,53,1,98423595
2020,10,Estonia,Europe,9,0,1320884
2020,10,Finland,Europe,34,0,5518050
2020,10,France,Europe,1234,27,66987244
2020,10,Georgia,Europe,12,0,3731000
2020,10,Germany,Europe,982,2,82927922
2020,10,Greece,Europe,77,0,10727668
2020,10,Holy_See,Europe,1,0,1000
2020,10,Hungary,Europe,9,0,9768785
2020,10,Iceland,Europe,59,0,353574
2020,10,India,Asia,39,0,1352617328
2020,10,Indonesia,Asia,4,0,267663435
2020,10,Iran,Asia,5660,171,81800269
2020,10,Iraq,Asia,40,6,38433600
2020,10,Ireland,Europe,20,0,4853506
2020,10,Israel,Asia,29,0,8883800
2020,10,Italy,Europe,7136,412,60431283
2020,10,Japan,Asia,260,3,126529100
2020,10,Jordan,Asia,0,0,9956011
2020,10,Kuwait,Asia,9,0,4137309
2020,10,Latvia,Europe,5,0,1926542
2020,10,Lebanon,Asia,28,0,6848925
2020,10,Liechtenstein,Europe,1,0,37910
2020,10,Luxembourg,Europe,4,0,607728
2020,10,Malaysia,Asia,88,0,31528585
2020,10,Maldives,Asia,4,0,515696
2020,10,Malta,Europe,5,0,483530
2020,10,Mexico,America,2,0,126190788
2020,10,Moldova,Europe,1,0,3545883
2020,10,Mongolia,Asia,1,0,3170208
2020,10,Morocco,Africa,1,0,36029138
2020,10,Netherlands,Europe,303,3,17231017
2020,10,New_Zealand,Oceania,4,0,4885500
2020,10,Nigeria,Africa,1,0,195874740
2020,10,North_Macedonia,Europe,2,0,2082958
2020,10,Norway,Europe,167,0,5314336
2020,10,Oman,Asia,11,0,4829483
2020,10,Pakistan,Asia,12,0,212215030
2020,10,Palestine,Asia,20,0,4569087
2020,10,Panama,America,1,0,4176873
2020,10,Paraguay,America,1,0,6956071
2020,10,Peru,America,9,0,31989256
2020,10,Philippines,Asia,30,0,106651922
2020,10,Poland,Europe,17,0,37978548
2020,10,Portugal,Europe,37,0,10281762
2020,10,Qatar,Asia,15,0,2781677
2020,10,Romania,Europe,14,0,19473936
2020,10,Russia,Europe,7,0,144478050
2020,10,San_Marino,Europe,41,1,33785
2020,10,Saudi_Arabia,Asia,14,0,33699947
2020,10,Senegal,Africa,3,0,15854360
2020,10,Serbia,Europe,1,0,6982084
2020,10,Singapore,Asia,52,0,5638676
2020,10,Slovakia,Europe,5,0,5447011
2020,10,Slovenia,Europe,16,0,2067372
2020,10,South_Africa,Africa,7,0,57779622
2020,10,South_Korea,Asia,2701,26,51635256
2020,10,Spain,Europe,2107,28,46723749
2020,10,Sweden,Europe,233,0,10183175
2020,10,Switzerland,Europe,344,2,8516543
2020,10,Taiwan,Asia,4,0,23780452
2020,10,Thailand,Asia,7,0,69428524
2020,10,Togo,Africa,1,0,7889094
2020,10,Tunisia,Africa,1,0,11565204
2020,10,Ukraine,Europe,1,0,44622516
2020,10,United_Arab_Emirates,Asia,38,0,9630959
2020,10,United_Kingdom,Europe,281,3,66488991
2020,10,United_States_of_America,America,651,20,327167434
2020,10,Vietnam,Asia,18,0,95540395
2020,11,Afghanistan,Asia,17,0,37172386
2020,11,Albania,Europe,45,1,2866376
2020,11,Algeria,Africa,38,4,42228429
2020,11,Andorra,Europe,13,0,77006
2020,11,Antigua_and_Barbuda,America,1,0,96286
2020,11,Argentina,America,53,1,44494502
2020,11,Armenia,Europe,51,0,2951776
2020,11,Aruba,America,2,0,105845
2020,11,Australia,Oceania,275,2,24992369
2020,11,Austria,Europe,885,3,8847037
2020,11,Azerbaijan,Europe,10,0,9942334
2020,11,Bahamas,America,1,0,385640
2020,11,Bahrain,Asia,112,1,1569439
2020,11,Bangladesh,Asia,2,0,161356039
2020,11,Belarus,Europe,30,0,9485386
2020,11,Belgium,Europe,846,5,11422068
2020,11,Benin,Africa,1,0,11485048
2020,11,Bhutan,Asia,0,0,754394
2020,11,Bolivia,America,11,0,11353142
2020,11,Bosnia_and_Herzegovina,Europe,19,0,3323929
2020,11,Brazil,America,209,0,209469333
2020,11,Brunei_Darussalam,Asia,53,0,428962
2020,11,Bulgaria,Europe,58,2,7024216
2020,11,Burkina_Faso,Africa,20,0,19751535
2020,11,Cambodia,Asia,22,0,16249798
2020,11,Cameroon,Africa,2,0,25216237
2020,11,Canada,America,347,3,37058856
2020,11,Central_African_Republic,Africa,1,0,4666377
2020,11,Chile,America,143,0,18729160
2020,11,China,Asia,184,86,1392730000
2020,11,Colombia,America,54,0,49648685
2020,11,Congo,Africa,1,0,5244363
2020,11,Costa_Rica,America,32,0,4999441
2020,11,Cote_dIvoire,Africa,5,0,25069229
2020,11,Croatia,Europe,44,0,4089400
2020,11,Cuba,America,4,0,11338138
2020,11,Curaçao,America,1,0,159849
2020,11,Cyprus,Europe,38,0,1189265
2020,11,Czechia,Europe,304,0,10625695
2020,11,Democratic_Republic_of_the_Congo,Africa,3,0,84068091
2020,11,Denmark,Europe,819,1,5797446
2020,11,Dominican_Republic,America,6,0,10627165
2020,11,Ecuador,America,43,2,17084357
2020,11,Egypt,Africa,71,1,98423595
2020,11,Equatorial_Guinea,Africa,1,0,1308974
2020,11,Estonia,Europe,195,0,1320884
2020,11,Eswatini,Africa,1,0,1367000
2020,11,Ethiopia,Africa,5,0,109224559
2020,11,Finland,Europe,232,0,5518050
2020,11,France,Europe,5221,118,66987244
2020,11,Gabon,Africa,1,0,2119275
2020,11,Georgia,Europe,18,0,3731000
2020,11,Germany,Europe,4873,11,82927922
2020,11,Ghana,Africa,6,0,29767108
2020,11,Greece,Europe,268,4,10727668
2020,11,Guatemala,America,6,1,17247807
2020,11,Guinea,Africa,1,0,12414318
2020,11,Guyana,America,4,1,779004
2020,11,Holy_See,Europe,0,0,1000
2020,11,Honduras,America,8,0,9587522
2020,11,Hungary,Europe,41,1,9768785
2020,11,Iceland,Europe,134,0,353574
2020,11,India,Asia,81,3,1352617328
2020,11,Indonesia,Asia,128,5,267663435
2020,11,Iran,Asia,7830,616,81800269
2020,11,Iraq,Asia,63,3,38433600
2020,11,Ireland,Europe,202,2,4853506
2020,11,Israel,Asia,221,0,8883800
2020,11,Italy,Europe,18808,1694,60431283
2020,11,Jamaica,America,10,0,2934855
2020,11,Japan,Asia,310,19,126529100
2020,11,Jordan,Asia,15,0,9956011
2020,11,Kazakhstan,Asia,11,0,18276499
2020,11,Kenya,Africa,3,0,51393010
2020,11,Kosovo,Europe,2,0,1845300
2020,11,Kuwait,Asia,58,0,4137309
2020,11,Latvia,Europe,30,0,1926542
2020,11,Lebanon,Asia,79,3,6848925
2020,11,Liberia,Africa,1,0,4818977
2020,11,Liechtenstein,Europe,6,0,37910
2020,11,Lithuania,Europe,16,0,2789533
2020,11,Luxembourg,Europe,76,1,607728
2020,11,Malaysia,Asia,436,0,31528585
2020,11,Maldives,Asia,9,0,515696
2020,11,Malta,Europe,33,0,483530
2020,11,Mauritania,Africa,1,0,4403319
2020,11,Mexico,America,75,0,126190788
2020,11,Moldova,Europe,28,0,3545883
2020,11,Monaco,Europe,8,0,38682
2020,11,Mongolia,Asia,0,0,3170208
2020,11,Morocco,Africa,35,1,36029138
2020,11,Myanmar,Asia,0,0,53708395
2020,11,Namibia,Africa,2,0,2448255
2020,11,Nepal,Asia,0,0,28087871
2020,11,Netherlands,Europe,1092,21,17231017
2020,11,New_Zealand,Oceania,3,0,4885500
2020,11,Nigeria,Africa,0,0,195874740
2020,11,North_Macedonia,Europe,16,0,2082958
2020,11,Norway,Europe,977,3,5314336
2020,11,Oman,Asia,6,0,4829483
2020,11,Pakistan,Asia,171,0,212215030
2020,11,Palestine,Asia,19,0,4569087
2020,11,Panama,America,68,1,4176873
2020,11,Paraguay,America,8,0,6956071
2020,11,Peru,America,77,0,31989256
2020,11,Philippines,Asia,109,11,106651922
2020,11,Poland,Europe,160,4,37978548
2020,11,Portugal,Europe,292,0,10281762
2020,11,Qatar,Asia,421,0,2781677
2020,11,Romania,Europe,167,0,19473936
2020,11,Russia,Europe,83,0,144478050
2020,11,Rwanda,Africa,5,0,12301939
2020,11,Saint_Lucia,America,2,0,181889
2020,11,Saint_Vincent_and_the_Grenadines,America,1,0,110210
2020,11,San_Marino,Europe,53,7,33785
2020,11,Saudi_Arabia,Asia,118,0,33699947
2020,11,Senegal,Africa,23,0,15854360
2020,11,Serbia,Europe,56,0,6982084
2020,11,Seychelles,Africa,4,0,96762
2020,11,Singapore,Asia,83,0,5638676
2020,11,Slovakia,Europe,79,0,5447011
2020,11,Slovenia,Europe,237,0,2067372
2020,11,Somalia,Africa,1,0,15008154
2020,11,South_Africa,Africa,55,0,57779622
2020,11,South_Korea,Asia,807,27,51635256
2020,11,Spain,Europe,11695,281,46723749
2020,11,Sri_Lanka,Asia,28,0,21670000
2020,11,Sudan,Africa,1,1,41801533
2020,11,Suriname,America,1,0,575991
2020,11,Sweden,Europe,873,7,10183175
2020,11,Switzerland,Europe,1826,12,8516543
2020,11,Taiwan,Asia,22,0,23780452
2020,11,Thailand,Asia,127,0,69428524
2020,11,Togo,Africa,0,0,7889094
2020,11,Trinidad_and_Tobago,America,5,0,1389858
2020,11,Tunisia,Africa,18,0,11565204
2020,11,Turkey,Asia,47,0,82319724
2020,11,Ukraine,Europe,4,0,44622516
2020,11,United_Arab_Emirates,Asia,39,0,9630959
2020,11,United_Kingdom,Europe,1222,62,66488991
2020,11,United_Republic_of_Tanzania,Africa,1,0,56318348
2020,11,United_States_of_America,America,3907,59,327167434
2020,11,Uruguay,America,29,0,3449299
2020,11,Uzbekistan,Asia,8,0,32955400
2020,11,Venezuela,America,33,0,28870195
2020,11,Vietnam,Asia,27,0,95540395
2020,12,Afghanistan,Asia,19,1,37172386
2020,12,Albania,Europe,49,3,2866376
2020,12,Algeria,Africa,172,13,42228429
2020,12,Andorra,Europe,119,0,77006
2020,12,Angola,Africa,2,0,30809762
2020,12,Antigua_and_Barbuda,America,0,0,96286
2020,12,Argentina,America,236,2,44494502
2020,12,Armenia,Europe,142,0,2951776
2020,12,Aruba,America,10,0,105845
2020,12,Australia,Oceania,1448,2,24992369
2020,12,Austria,Europe,3470,22,8847037
2020,12,Azerbaijan,Europe,53,1,9942334
2020,12,Bahamas,America,3,0,385640
2020,12,Bahrain,Asia,118,1,1569439
2020,12,Bangladesh,Asia,28,3,161356039
2020,12,Barbados,America,17,0,286641
2020,12,Belarus,Europe,45,0,9485386
2020,12,Belgium,Europe,2658,83,11422068
2020,12,Belize,America,1,0,383071
2020,12,Benin,Africa,4,0,11485048
2020,12,Bermuda,America,6,0,63968
2020,12,Bhutan,Asia,1,0,754394
2020,12,Bolivia,America,17,0,11353142
2020,12,Bosnia_and_Herzegovina,Europe,108,1,3323929
2020,12,Brazil,America,1657,34,209469333
2020,12,Brunei_Darussalam,Asia,37,0,428962
2020,12,Bulgaria,Europe,139,1,7024216
2020,12,Burkina_Faso,Africa,55,3,19751535
2020,12,Cambodia,Asia,63,0,16249798
2020,12,Cameroon,Africa,52,0,25216237
2020,12,Canada,America,1222,20,37058856
2020,12,Cape_Verde,Africa,3,0,543767
2020,12,Cayman_Islands,America,3,1,64174
2020,12,Central_African_Republic,Africa,3,0,4666377
2020,12,Chad,Africa,2,0,15477751
2020,12,Chile,America,590,2,18729160
2020,12,China,Asia,490,56,1392730000
2020,12,Colombia,America,249,3,49648685
2020,12,Congo,Africa,3,0,5244363
2020,12,Costa_Rica,America,117,2,4999441
2020,12,Cote_dIvoire,Africa,20,0,25069229
2020,12,Croatia,Europe,250,0,4089400
2020,12,Cuba,America,36,1,11338138
2020,12,Curaçao,America,5,0,159849
2020,12,Cyprus,Europe,76,0,1189265
2020,12,Czechia,Europe,892,1,10625695
2020,12,Democratic_Republic_of_the_Congo,Africa,23,2,84068091
2020,12,Denmark,Europe,528,23,5797446
2020,12,Djibouti,Africa,3,0,958920
2020,12,Dominica,America,1,0,71625
2020,12,Dominican_Republic,America,234,3,10627165
2020,12,Ecuador,America,923,16,17084357
2020,12,Egypt,Africa,201,12,98423595
2020,12,El_Salvador,America,5,0,6420744
2020,12,Equatorial_Guinea,Africa,8,0,1308974
2020,12,Eritrea,Africa,1,0,NA
2020,12,Estonia,Europe,147,0,1320884
2020,12,Eswatini,Africa,3,0,1367000
2020,12,Ethiopia,Africa,6,0,109224559
2020,12,Faroe_Islands,Europe,118,0,48497
2020,12,Fiji,Oceania,4,0,883483
2020,12,Finland,Europe,428,1,5518050
2020,12,France,Europe,13223,712,66987244
2020,12,French_Polynesia,Oceania,23,0,277679
2020,12,Gabon,Africa,5,1,2119275
2020,12,Gambia,Africa,2,1,2280102
2020,12,Georgia,Europe,28,0,3731000
2020,12,Germany,Europe,23200,113,82927922
2020,12,Ghana,Africa,21,2,29767108
2020,12,Gibraltar,Europe,15,0,33718
2020,12,Greece,Europe,343,13,10727668
2020,12,Greenland,America,4,0,56025
2020,12,Grenada,America,1,0,111454
2020,12,Guam,Oceania,29,1,165768
2020,12,Guatemala,America,14,0,17247807
2020,12,Guernsey,Europe,20,0,63026
2020,12,Guinea,Africa,1,0,12414318
2020,12,Guyana,America,1,0,779004
2020,12,Haiti,America,5,0,11123176
2020,12,Holy_See,Europe,0,0,1000
2020,12,Honduras,America,22,0,9587522
2020,12,Hungary,Europe,137,7,9768785
2020,12,Iceland,Europe,389,2,353574
2020,12,India,Asia,367,6,1352617328
2020,12,Indonesia,Asia,445,44,267663435
2020,12,Iran,Asia,8058,959,81800269
2020,12,Iraq,Asia,142,14,38433600
2020,12,Ireland,Europe,902,4,4853506
2020,12,Isle_of_Man,Europe,13,0,84077
2020,12,Israel,Asia,1182,1,8883800
2020,12,Italy,Europe,35947,3919,60431283
2020,12,Jamaica,America,9,0,2934855
2020,12,Japan,Asia,304,14,126529100
2020,12,Jersey,Europe,18,0,106800
2020,12,Jordan,Asia,96,0,9956011
2020,12,Kazakhstan,Asia,51,0,18276499
2020,12,Kenya,Africa,13,0,51393010
2020,12,Kosovo,Europe,59,1,1845300
2020,12,Kuwait,Asia,66,0,4137309
2020,12,Kyrgyzstan,Asia,16,0,6315800
2020,12,Latvia,Europe,144,0,1926542
2020,12,Lebanon,Asia,147,1,6848925
2020,12,Liberia,Africa,2,0,4818977
2020,12,Liechtenstein,Europe,39,0,37910
2020,12,Lithuania,Europe,162,1,2789533
2020,12,Luxembourg,Europe,794,7,607728
2020,12,Madagascar,Africa,17,0,26262368
2020,12,Malaysia,Asia,965,14,31528585
2020,12,Maldives,Asia,0,0,515696
2020,12,Malta,Europe,74,0,483530
2020,12,Mauritania,Africa,1,0,4403319
2020,12,Mauritius,Africa,36,2,1265303
2020,12,Mexico,America,285,4,126190788
2020,12,Moldova,Europe,80,1,3545883
2020,12,Monaco,Europe,14,0,38682
2020,12,Mongolia,Asia,9,0,3170208
2020,12,Montenegro,Europe,27,0,622345
2020,12,Montserrat,America,1,0,5900
2020,12,Morocco,Africa,97,3,36029138
2020,12,Mozambique,Africa,1,0,29495962
2020,12,Myanmar,Asia,2,0,53708395
2020,12,Namibia,Africa,1,0,2448255
2020,12,Nepal,Asia,1,0,28087871
2020,12,Netherlands,Europe,3336,189,17231017
2020,12,New_Caledonia,Oceania,7,0,284060
2020,12,New_Zealand,Oceania,134,0,4885500
2020,12,Nicaragua,America,2,0,6465513
2020,12,Niger,Africa,2,0,22442948
2020,12,Nigeria,Africa,38,1,195874740
2020,12,North_Macedonia,Europe,117,2,2082958
2020,12,Norway,Europe,1202,5,5314336
2020,12,Oman,Asia,42,0,4829483
2020,12,Pakistan,Asia,700,6,212215030
2020,12,Palestine,Asia,20,0,4569087
2020,12,Panama,America,276,5,4176873
2020,12,Papua_New_Guinea,Oceania,1,0,8606316
2020,12,Paraguay,America,18,1,6956071
2020,12,Peru,America,309,5,31989256
2020,12,Philippines,Asia,320,21,106651922
2020,12,Poland,Europe,572,4,37978548
2020,12,Portugal,Europe,1729,23,10281762
2020,12,Qatar,Asia,62,0,2781677
2020,12,Romania,Europe,392,7,19473936
2020,12,Russia,Europe,345,0,144478050
2020,12,Rwanda,Africa,31,0,12301939
2020,12,Saint_Lucia,America,0,0,181889
2020,12,San_Marino,Europe,85,11,33785
2020,12,Saudi_Arabia,Asia,429,0,33699947
2020,12,Senegal,Africa,52,0,15854360
2020,12,Serbia,Europe,165,1,6982084
2020,12,Seychelles,Africa,3,0,96762
2020,12,Singapore,Asia,266,2,5638676
2020,12,Slovakia,Europe,107,0,5447011
2020,12,Slovenia,Europe,189,1,2067372
2020,12,Somalia,Africa,0,0,15008154
2020,12,South_Africa,Africa,340,0,57779622
2020,12,South_Korea,Asia,717,39,51635256
2020,12,Spain,Europe,34959,1873,46723749
2020,12,Sri_Lanka,Asia,68,0,21670000
2020,12,Sudan,Africa,1,0,41801533
2020,12,Suriname,America,5,0,575991
2020,12,Sweden,Europe,895,18,10183175
2020,12,Switzerland,Europe,5815,52,8516543
2020,12,Syria,Asia,1,0,16906283
2020,12,Taiwan,Asia,128,1,23780452
2020,12,Thailand,Asia,650,3,69428524
2020,12,Timor_Leste,Asia,1,0,1267972
2020,12,Togo,Africa,17,0,7889094
2020,12,Trinidad_and_Tobago,America,46,0,1389858
2020,12,Tunisia,Africa,69,3,11565204
2020,12,Turkey,Asia,1482,37,82319724
2020,12,Uganda,Africa,9,0,42723139
2020,12,Ukraine,Europe,68,3,44622516
2020,12,United_Arab_Emirates,Asia,100,2,9630959
2020,12,United_Kingdom,Europe,5107,294,66488991
2020,12,United_Republic_of_Tanzania,Africa,11,0,56318348
2020,12,United_States_of_America,America,41781,505,327167434
2020,12,United_States_Virgin_Islands,America,17,0,106977
2020,12,Uruguay,America,133,0,3449299
2020,12,Uzbekistan,Asia,41,0,32955400
2020,12,Venezuela,America,51,0,28870195
2020,12,Vietnam,Asia,71,0,95540395
2020,12,Zambia,Africa,3,0,17351822
2020,12,Zimbabwe,Africa,2,1,14439018
2020,13,Afghanistan,Asia,101,3,37172386
2020,13,Albania,Europe,123,8,2866376
2020,13,Algeria,Africa,354,18,42228429
2020,13,Andorra,Europe,237,8,77006
2020,13,Angola,Africa,5,2,30809762
2020,13,Anguilla,America,2,0,NA
2020,13,Antigua_and_Barbuda,America,6,0,96286
2020,13,Argentina,America,665,20,44494502
2020,13,Armenia,Europe,288,3,2951776
2020,13,Aruba,America,38,0,105845
2020,13,Australia,Oceania,2734,12,24992369
2020,13,Austria,Europe,5132,83,8847037
2020,13,Azerbaijan,Europe,201,3,9942334
2020,13,Bahamas,America,10,0,385640
2020,13,Bahrain,Asia,176,2,1569439
2020,13,Bangladesh,Asia,16,2,161356039
2020,13,Barbados,America,17,0,286641
2020,13,Belarus,Europe,24,0,9485386
2020,13,Belgium,Europe,8156,425,11422068
2020,13,Belize,America,2,0,383071
2020,13,Benin,Africa,1,0,11485048
2020,13,Bermuda,America,21,0,63968
2020,13,Bhutan,Asia,2,0,754394
2020,13,Bolivia,America,79,6,11353142
2020,13,Bosnia_and_Herzegovina,Europe,224,7,3323929
2020,13,Brazil,America,2688,125,209469333
2020,13,British_Virgin_Islands,America,3,0,29802
2020,13,Brunei_Darussalam,Asia,36,1,428962
2020,13,Bulgaria,Europe,158,5,7024216
2020,13,Burkina_Faso,Africa,147,9,19751535
2020,13,Cambodia,Asia,22,0,16249798
2020,13,Cameroon,Africa,86,2,25216237
2020,13,Canada,America,5778,65,37058856
2020,13,Cape_Verde,Africa,2,1,543767
2020,13,Cayman_Islands,America,9,0,64174
2020,13,Central_African_Republic,Africa,2,0,4666377
2020,13,Chad,Africa,5,0,15477751
2020,13,Chile,America,1703,6,18729160
2020,13,China,Asia,688,28,1392730000
2020,13,Colombia,America,492,11,49648685
2020,13,Congo,Africa,15,0,5244363
2020,13,Costa_Rica,America,172,0,4999441
2020,13,Cote_dIvoire,Africa,143,1,25069229
2020,13,Croatia,Europe,484,6,4089400
2020,13,Cuba,America,130,3,11338138
2020,13,Curaçao,America,3,1,159849
2020,13,Cyprus,Europe,114,7,1189265
2020,13,Czechia,Europe,1766,23,10625695
2020,13,Democratic_Republic_of_the_Congo,Africa,72,6,84068091
2020,13,Denmark,Europe,1117,53,5797446
2020,13,Djibouti,Africa,23,0,958920
2020,13,Dominica,America,10,0,71625
2020,13,Dominican_Republic,America,656,39,10627165
2020,13,Ecuador,America,985,44,17084357
2020,13,Egypt,Africa,282,26,98423595
2020,13,El_Salvador,America,27,0,6420744
2020,13,Equatorial_Guinea,Africa,5,0,1308974
2020,13,Eritrea,Africa,11,0,NA
2020,13,Estonia,Europe,363,3,1320884
2020,13,Eswatini,Africa,5,0,1367000
2020,13,Ethiopia,Africa,12,0,109224559
2020,13,Faroe_Islands,Europe,50,0,48497
2020,13,Fiji,Oceania,1,0,883483
2020,13,Finland,Europe,613,12,5518050
2020,13,France,Europe,24694,2164,66987244
2020,13,French_Polynesia,Oceania,13,0,277679
2020,13,Gabon,Africa,1,0,2119275
2020,13,Gambia,Africa,2,0,2280102
2020,13,Georgia,Europe,37,0,3731000
2020,13,Germany,Europe,32701,457,82927922
2020,13,Ghana,Africa,125,3,29767108
2020,13,Gibraltar,Europe,54,0,33718
2020,13,Greece,Europe,517,26,10727668
2020,13,Greenland,America,6,0,56025
2020,13,Grenada,America,8,0,111454
2020,13,Guam,Oceania,31,0,165768
2020,13,Guatemala,America,16,0,17247807
2020,13,Guernsey,Europe,25,0,63026
2020,13,Guinea,Africa,14,0,12414318
2020,13,Guinea_Bissau,Africa,2,0,1874309
2020,13,Guyana,America,3,0,779004
2020,13,Haiti,America,10,0,11123176
2020,13,Holy_See,Europe,5,0,1000
2020,13,Honduras,America,111,7,9587522
2020,13,Hungary,Europe,305,8,9768785
2020,13,Iceland,Europe,498,0,353574
2020,13,India,Asia,759,23,1352617328
2020,13,Indonesia,Asia,835,73,267663435
2020,13,Iran,Asia,18446,945,81800269
2020,13,Iraq,Asia,364,23,38433600
2020,13,Ireland,Europe,1785,48,4853506
2020,13,Isle_of_Man,Europe,29,0,84077
2020,13,Israel,Asia,3031,16,8883800
2020,13,Italy,Europe,37812,5514,60431283
2020,13,Jamaica,America,19,1,2934855
2020,13,Japan,Asia,825,14,126529100
2020,13,Jersey,Europe,45,2,106800
2020,13,Jordan,Asia,156,5,9956011
2020,13,Kazakhstan,Asia,263,1,18276499
2020,13,Kenya,Africa,34,1,51393010
2020,13,Kosovo,Europe,45,0,1845300
2020,13,Kuwait,Asia,77,0,4137309
2020,13,Kyrgyzstan,Asia,68,0,6315800
2020,13,Laos,Asia,9,0,7061507
2020,13,Latvia,Europe,196,0,1926542
2020,13,Lebanon,Asia,179,7,6848925
2020,13,Liberia,Africa,0,0,4818977
2020,13,Libya,Africa,8,0,6678567
2020,13,Liechtenstein,Europe,18,0,37910
2020,13,Lithuania,Europe,305,6,2789533
2020,13,Luxembourg,Europe,1113,14,607728
2020,13,Madagascar,Africa,27,0,26262368
2020,13,Malaysia,Asia,1108,23,31528585
2020,13,Maldives,Asia,4,0,515696
2020,13,Mali,Africa,18,0,19077690
2020,13,Malta,Europe,53,0,483530
2020,13,Mauritania,Africa,3,0,4403319
2020,13,Mauritius,Africa,92,1,1265303
2020,13,Mexico,America,727,24,126190788
2020,13,Moldova,Europe,189,1,3545883
2020,13,Monaco,Europe,26,0,38682
2020,13,Mongolia,Asia,2,0,3170208
2020,13,Montenegro,Europe,64,1,622345
2020,13,Montserrat,America,4,0,5900
2020,13,Morocco,Africa,422,29,36029138
2020,13,Mozambique,Africa,7,0,29495962
2020,13,Myanmar,Asia,12,0,53708395
2020,13,Namibia,Africa,8,0,2448255
2020,13,Nepal,Asia,3,0,28087871
2020,13,Netherlands,Europe,7001,651,17231017
2020,13,New_Caledonia,Oceania,9,0,284060
2020,13,New_Zealand,Oceania,505,1,4885500
2020,13,Nicaragua,America,2,1,6465513
2020,13,Niger,Africa,18,3,22442948
2020,13,Nigeria,Africa,91,1,195874740
2020,13,North_Macedonia,Europe,149,5,2082958
2020,13,Northern_Mariana_Islands,Oceania,2,0,56882
2020,13,Norway,Europe,1855,18,5314336
2020,13,Oman,Asia,113,0,4829483
2020,13,Pakistan,Asia,738,12,212215030
2020,13,Palestine,Asia,56,1,4569087
2020,13,Panama,America,730,20,4176873
2020,13,Papua_New_Guinea,Oceania,0,0,8606316
2020,13,Paraguay,America,38,2,6956071
2020,13,Peru,America,555,19,31989256
2020,13,Philippines,Asia,1622,55,106651922
2020,13,Poland,Europe,1306,23,37978548
2020,13,Portugal,Europe,4348,117,10281762
2020,13,Puerto_Rico,America,174,6,3195153
2020,13,Qatar,Asia,192,1,2781677
2020,13,Romania,Europe,1376,37,19473936
2020,13,Russia,Europe,1398,10,144478050
2020,13,Rwanda,Africa,34,0,12301939
2020,13,Saint_Kitts_and_Nevis,America,7,0,52441
2020,13,Saint_Lucia,America,7,0,181889
2020,13,Saint_Vincent_and_the_Grenadines,America,0,0,110210
2020,13,San_Marino,Europe,42,5,33785
2020,13,Saudi_Arabia,Asia,891,8,33699947
2020,13,Senegal,Africa,83,0,15854360
2020,13,Serbia,Europe,519,12,6982084
2020,13,Seychelles,Africa,3,0,96762
2020,13,Singapore,Asia,335,1,5638676
2020,13,Sint_Maarten,America,2,0,41486
2020,13,Slovakia,Europe,145,0,5447011
2020,13,Slovenia,Europe,321,10,2067372
2020,13,Somalia,Africa,2,0,15008154
2020,13,South_Africa,Africa,924,3,57779622
2020,13,South_Korea,Asia,749,43,51635256
2020,13,Spain,Europe,55314,5158,46723749
2020,13,Sri_Lanka,Asia,23,1,21670000
2020,13,Sudan,Africa,4,1,41801533
2020,13,Suriname,America,2,0,575991
2020,13,Sweden,Europe,2012,121,10183175
2020,13,Switzerland,Europe,7397,229,8516543
2020,13,Syria,Asia,9,2,16906283
2020,13,Taiwan,Asia,111,3,23780452
2020,13,Thailand,Asia,824,6,69428524
2020,13,Timor_Leste,Asia,0,0,1267972
2020,13,Togo,Africa,16,1,7889094
2020,13,Trinidad_and_Tobago,America,34,3,1389858
2020,13,Tunisia,Africa,223,5,11565204
2020,13,Turkey,Asia,9298,131,82319724
2020,13,Turks_and_Caicos_islands,America,5,0,31458
2020,13,Uganda,Africa,24,0,42723139
2020,13,Ukraine,Europe,407,8,44622516
2020,13,United_Arab_Emirates,Asia,413,3,9630959
2020,13,United_Kingdom,Europe,15491,1684,66488991
2020,13,United_Republic_of_Tanzania,Africa,7,1,56318348
2020,13,United_States_of_America,America,118178,2580,327167434
2020,13,United_States_Virgin_Islands,America,13,0,106977
2020,13,Uruguay,America,162,1,3449299
2020,13,Uzbekistan,Asia,100,2,32955400
2020,13,Venezuela,America,51,3,28870195
2020,13,Vietnam,Asia,74,0,95540395
2020,13,Zambia,Africa,32,0,17351822
2020,13,Zimbabwe,Africa,5,0,14439018
2020,14,Afghanistan,Asia,196,3,37172386
2020,14,Albania,Europe,154,10,2866376
2020,14,Algeria,Africa,839,138,42228429
2020,14,Andorra,Europe,156,13,77006
2020,14,Angola,Africa,9,0,30809762
2020,14,Anguilla,America,1,0,NA
2020,14,Antigua_and_Barbuda,America,8,0,96286
2020,14,Argentina,America,662,29,44494502
2020,14,Armenia,Europe,351,5,2951776
2020,14,Aruba,America,21,0,105845
2020,14,Australia,Oceania,1287,23,24992369
2020,14,Austria,Europe,2679,112,8847037
2020,14,Azerbaijan,Europe,368,3,9942334
2020,14,Bahamas,America,19,5,385640
2020,14,Bahrain,Asia,241,0,1569439
2020,14,Bangladesh,Asia,74,7,161356039
2020,14,Barbados,America,26,2,286641
