date,year,month,day,territory,continent,population,cases,deaths
2020-02-23,2020,2,23,Estonia,Europe,1320884,0,0
2020-02-22,2020,2,22,Estonia,Europe,1320884,0,0
2020-02-21,2020,2,21,Estonia,Europe,1320884,0,0
2020-02-20,2020,2,20,Estonia,Europe,1320884,0,0
2020-02-19,2020,2,19,Estonia,Europe,1320884,0,0
2020-02-18,2020,2,18,Estonia,Europe,1320884,0,0
2020-02-17,2020,2,17,Estonia,Europe,1320884,0,0
2020-02-16,2020,2,16,Estonia,Europe,1320884,0,0
2020-02-15,2020,2,15,Estonia,Europe,1320884,0,0
2020-02-14,2020,2,14,Estonia,Europe,1320884,0,0
2020-02-13,2020,2,13,Estonia,Europe,1320884,0,0
2020-02-12,2020,2,12,Estonia,Europe,1320884,0,0
2020-02-11,2020,2,11,Estonia,Europe,1320884,0,0
2020-02-10,2020,2,10,Estonia,Europe,1320884,0,0
2020-02-09,2020,2,9,Estonia,Europe,1320884,0,0
2020-02-08,2020,2,8,Estonia,Europe,1320884,0,0
2020-02-07,2020,2,7,Estonia,Europe,1320884,0,0
2020-02-06,2020,2,6,Estonia,Europe,1320884,0,0
2020-02-05,2020,2,5,Estonia,Europe,1320884,0,0
2020-02-04,2020,2,4,Estonia,Europe,1320884,0,0
2020-02-03,2020,2,3,Estonia,Europe,1320884,0,0
2020-02-02,2020,2,2,Estonia,Europe,1320884,0,0
2020-02-01,2020,2,1,Estonia,Europe,1320884,0,0
2020-01-31,2020,1,31,Estonia,Europe,1320884,0,0
2020-01-30,2020,1,30,Estonia,Europe,1320884,0,0
2020-01-29,2020,1,29,Estonia,Europe,1320884,0,0
2020-01-28,2020,1,28,Estonia,Europe,1320884,0,0
2020-01-27,2020,1,27,Estonia,Europe,1320884,0,0
2020-01-26,2020,1,26,Estonia,Europe,1320884,0,0
2020-01-25,2020,1,25,Estonia,Europe,1320884,0,0
2020-01-24,2020,1,24,Estonia,Europe,1320884,0,0
2020-01-23,2020,1,23,Estonia,Europe,1320884,0,0
2020-01-22,2020,1,22,Estonia,Europe,1320884,0,0
2020-01-21,2020,1,21,Estonia,Europe,1320884,0,0
2020-01-20,2020,1,20,Estonia,Europe,1320884,0,0
2020-01-19,2020,1,19,Estonia,Europe,1320884,0,0
2020-01-18,2020,1,18,Estonia,Europe,1320884,0,0
2020-01-17,2020,1,17,Estonia,Europe,1320884,0,0
2020-01-16,2020,1,16,Estonia,Europe,1320884,0,0
2020-01-15,2020,1,15,Estonia,Europe,1320884,0,0
2020-01-14,2020,1,14,Estonia,Europe,1320884,0,0
2020-01-13,2020,1,13,Estonia,Europe,1320884,0,0
2020-01-12,2020,1,12,Estonia,Europe,1320884,0,0
2020-01-11,2020,1,11,Estonia,Europe,1320884,0,0
2020-01-10,2020,1,10,Estonia,Europe,1320884,0,0
2020-01-09,2020,1,9,Estonia,Europe,1320884,0,0
2020-01-08,2020,1,8,Estonia,Europe,1320884,0,0
2020-01-07,2020,1,7,Estonia,Europe,1320884,0,0
2020-01-06,2020,1,6,Estonia,Europe,1320884,0,0
2020-01-05,2020,1,5,Estonia,Europe,1320884,0,0
2020-01-04,2020,1,4,Estonia,Europe,1320884,0,0
2020-01-03,2020,1,3,Estonia,Europe,1320884,0,0
2020-01-02,2020,1,2,Estonia,Europe,1320884,0,0
2020-01-01,2020,1,1,Estonia,Europe,1320884,0,0
2020-06-15,2020,6,15,Eswatini,Africa,1367000,4,1
2020-06-14,2020,6,14,Eswatini,Africa,1367000,14,0
2020-06-13,2020,6,13,Eswatini,Africa,1367000,23,0
2020-06-12,2020,6,12,Eswatini,Africa,1367000,51,0
2020-06-11,2020,6,11,Eswatini,Africa,1367000,27,0
2020-06-10,2020,6,10,Eswatini,Africa,1367000,31,0
2020-06-09,2020,6,9,Eswatini,Africa,1367000,7,0
2020-06-08,2020,6,8,Eswatini,Africa,1367000,11,0
2020-06-07,2020,6,7,Eswatini,Africa,1367000,17,0
2020-06-06,2020,6,6,Eswatini,Africa,1367000,5,0
2020-06-05,2020,6,5,Eswatini,Africa,1367000,5,0
2020-06-04,2020,6,4,Eswatini,Africa,1367000,2,0
2020-06-03,2020,6,3,Eswatini,Africa,1367000,0,0
2020-06-02,2020,6,2,Eswatini,Africa,1367000,8,1
2020-06-01,2020,6,1,Eswatini,Africa,1367000,2,0
2020-05-31,2020,5,31,Eswatini,Africa,1367000,4,0
2020-05-30,2020,5,30,Eswatini,Africa,1367000,0,0
2020-05-29,2020,5,29,Eswatini,Africa,1367000,7,0
2020-05-28,2020,5,28,Eswatini,Africa,1367000,11,0
2020-05-27,2020,5,27,Eswatini,Africa,1367000,5,0
2020-05-26,2020,5,26,Eswatini,Africa,1367000,6,0
2020-05-25,2020,5,25,Eswatini,Africa,1367000,12,0
2020-05-24,2020,5,24,Eswatini,Africa,1367000,18,0
2020-05-23,2020,5,23,Eswatini,Africa,1367000,0,0
2020-05-22,2020,5,22,Eswatini,Africa,1367000,3,0
2020-05-21,2020,5,21,Eswatini,Africa,1367000,9,0
2020-05-20,2020,5,20,Eswatini,Africa,1367000,5,0
2020-05-19,2020,5,19,Eswatini,Africa,1367000,0,0
2020-05-18,2020,5,18,Eswatini,Africa,1367000,1,0
2020-05-17,2020,5,17,Eswatini,Africa,1367000,12,0
2020-05-16,2020,5,16,Eswatini,Africa,1367000,3,0
2020-05-15,2020,5,15,Eswatini,Africa,1367000,0,0
2020-05-14,2020,5,14,Eswatini,Africa,1367000,3,0
2020-05-13,2020,5,13,Eswatini,Africa,1367000,9,0
2020-05-12,2020,5,12,Eswatini,Africa,1367000,3,0
2020-05-11,2020,5,11,Eswatini,Africa,1367000,9,0
2020-05-10,2020,5,10,Eswatini,Africa,1367000,4,0
2020-05-09,2020,5,9,Eswatini,Africa,1367000,6,0
2020-05-08,2020,5,8,Eswatini,Africa,1367000,30,0
2020-05-07,2020,5,7,Eswatini,Africa,1367000,7,1
2020-05-06,2020,5,6,Eswatini,Africa,1367000,0,0
2020-05-05,2020,5,5,Eswatini,Africa,1367000,4,0
2020-05-04,2020,5,4,Eswatini,Africa,1367000,4,0
2020-05-03,2020,5,3,Eswatini,Africa,1367000,2,0
2020-05-02,2020,5,2,Eswatini,Africa,1367000,6,0
2020-05-01,2020,5,1,Eswatini,Africa,1367000,9,0
2020-04-30,2020,4,30,Eswatini,Africa,1367000,20,0
2020-04-29,2020,4,29,Eswatini,Africa,1367000,6,0
2020-04-28,2020,4,28,Eswatini,Africa,1367000,6,0
2020-04-27,2020,4,27,Eswatini,Africa,1367000,19,0
2020-04-26,2020,4,26,Eswatini,Africa,1367000,0,0
2020-04-25,2020,4,25,Eswatini,Africa,1367000,8,0
2020-04-24,2020,4,24,Eswatini,Africa,1367000,1,0
2020-04-23,2020,4,23,Eswatini,Africa,1367000,7,0
2020-04-22,2020,4,22,Eswatini,Africa,1367000,0,0
2020-04-21,2020,4,21,Eswatini,Africa,1367000,2,0
2020-04-20,2020,4,20,Eswatini,Africa,1367000,3,0
2020-04-19,2020,4,19,Eswatini,Africa,1367000,0,0
2020-04-18,2020,4,18,Eswatini,Africa,1367000,3,1
2020-04-17,2020,4,17,Eswatini,Africa,1367000,0,0
2020-04-16,2020,4,16,Eswatini,Africa,1367000,1,0
2020-04-15,2020,4,15,Eswatini,Africa,1367000,0,0
2020-04-14,2020,4,14,Eswatini,Africa,1367000,1,0
2020-04-13,2020,4,13,Eswatini,Africa,1367000,0,0
2020-04-12,2020,4,12,Eswatini,Africa,1367000,2,0
2020-04-11,2020,4,11,Eswatini,Africa,1367000,0,0
2020-04-10,2020,4,10,Eswatini,Africa,1367000,0,0
2020-04-09,2020,4,9,Eswatini,Africa,1367000,2,0
2020-04-08,2020,4,8,Eswatini,Africa,1367000,0,0
2020-04-07,2020,4,7,Eswatini,Africa,1367000,1,0
2020-04-06,2020,4,6,Eswatini,Africa,1367000,0,0
2020-04-05,2020,4,5,Eswatini,Africa,1367000,0,0
2020-04-04,2020,4,4,Eswatini,Africa,1367000,0,0
2020-04-03,2020,4,3,Eswatini,Africa,1367000,0,0
2020-04-02,2020,4,2,Eswatini,Africa,1367000,0,0
2020-04-01,2020,4,1,Eswatini,Africa,1367000,0,0
2020-03-31,2020,3,31,Eswatini,Africa,1367000,0,0
2020-03-30,2020,3,30,Eswatini,Africa,1367000,0,0
2020-03-29,2020,3,29,Eswatini,Africa,1367000,0,0
2020-03-28,2020,3,28,Eswatini,Africa,1367000,3,0
2020-03-27,2020,3,27,Eswatini,Africa,1367000,2,0
2020-03-26,2020,3,26,Eswatini,Africa,1367000,0,0
2020-03-25,2020,3,25,Eswatini,Africa,1367000,0,0
2020-03-24,2020,3,24,Eswatini,Africa,1367000,0,0
2020-03-23,2020,3,23,Eswatini,Africa,1367000,3,0
2020-03-22,2020,3,22,Eswatini,Africa,1367000,0,0
2020-03-21,2020,3,21,Eswatini,Africa,1367000,0,0
2020-03-20,2020,3,20,Eswatini,Africa,1367000,0,0
2020-03-19,2020,3,19,Eswatini,Africa,1367000,0,0
2020-03-18,2020,3,18,Eswatini,Africa,1367000,0,0
2020-03-17,2020,3,17,Eswatini,Africa,1367000,0,0
2020-03-16,2020,3,16,Eswatini,Africa,1367000,0,0
2020-03-15,2020,3,15,Eswatini,Africa,1367000,1,0
2020-06-15,2020,6,15,Ethiopia,Africa,109224559,179,2
2020-06-14,2020,6,14,Ethiopia,Africa,109224559,251,8
2020-06-13,2020,6,13,Ethiopia,Africa,109224559,245,7
2020-06-12,2020,6,12,Ethiopia,Africa,109224559,164,5
2020-06-11,2020,6,11,Ethiopia,Africa,109224559,170,3
2020-06-10,2020,6,10,Ethiopia,Africa,109224559,180,5
2020-06-09,2020,6,9,Ethiopia,Africa,109224559,136,0
2020-06-08,2020,6,8,Ethiopia,Africa,109224559,86,7
2020-06-07,2020,6,7,Ethiopia,Africa,109224559,129,1
2020-06-06,2020,6,6,Ethiopia,Africa,109224559,169,1
2020-06-05,2020,6,5,Ethiopia,Africa,109224559,150,1
2020-06-04,2020,6,4,Ethiopia,Africa,109224559,142,3
2020-06-03,2020,6,3,Ethiopia,Africa,109224559,87,2
2020-06-02,2020,6,2,Ethiopia,Africa,109224559,85,1
2020-06-01,2020,6,1,Ethiopia,Africa,109224559,109,3
2020-05-31,2020,5,31,Ethiopia,Africa,109224559,95,0
2020-05-30,2020,5,30,Ethiopia,Africa,109224559,137,1
2020-05-29,2020,5,29,Ethiopia,Africa,109224559,100,1
2020-05-28,2020,5,28,Ethiopia,Africa,109224559,30,0
2020-05-27,2020,5,27,Ethiopia,Africa,109224559,46,1
2020-05-26,2020,5,26,Ethiopia,Africa,109224559,73,0
2020-05-25,2020,5,25,Ethiopia,Africa,109224559,88,0
2020-05-24,2020,5,24,Ethiopia,Africa,109224559,61,0
2020-05-23,2020,5,23,Ethiopia,Africa,109224559,34,0
2020-05-22,2020,5,22,Ethiopia,Africa,109224559,10,0
2020-05-21,2020,5,21,Ethiopia,Africa,109224559,24,0
2020-05-20,2020,5,20,Ethiopia,Africa,109224559,13,0
2020-05-19,2020,5,19,Ethiopia,Africa,109224559,35,0
2020-05-18,2020,5,18,Ethiopia,Africa,109224559,11,0
2020-05-17,2020,5,17,Ethiopia,Africa,109224559,19,0
2020-05-16,2020,5,16,Ethiopia,Africa,109224559,15,0
2020-05-15,2020,5,15,Ethiopia,Africa,109224559,9,0
2020-05-14,2020,5,14,Ethiopia,Africa,109224559,2,0
2020-05-13,2020,5,13,Ethiopia,Africa,109224559,11,0
2020-05-12,2020,5,12,Ethiopia,Africa,109224559,11,0
2020-05-11,2020,5,11,Ethiopia,Africa,109224559,29,0
2020-05-10,2020,5,10,Ethiopia,Africa,109224559,16,1
2020-05-09,2020,5,9,Ethiopia,Africa,109224559,3,0
2020-05-08,2020,5,8,Ethiopia,Africa,109224559,29,0
2020-05-07,2020,5,7,Ethiopia,Africa,109224559,17,0
2020-05-06,2020,5,6,Ethiopia,Africa,109224559,5,1
2020-05-05,2020,5,5,Ethiopia,Africa,109224559,5,0
2020-05-04,2020,5,4,Ethiopia,Africa,109224559,2,0
2020-05-03,2020,5,3,Ethiopia,Africa,109224559,0,0
2020-05-02,2020,5,2,Ethiopia,Africa,109224559,2,0
2020-05-01,2020,5,1,Ethiopia,Africa,109224559,1,0
2020-04-30,2020,4,30,Ethiopia,Africa,109224559,4,0
2020-04-29,2020,4,29,Ethiopia,Africa,109224559,2,0
2020-04-28,2020,4,28,Ethiopia,Africa,109224559,1,0
2020-04-27,2020,4,27,Ethiopia,Africa,109224559,1,0
2020-04-26,2020,4,26,Ethiopia,Africa,109224559,5,0
2020-04-25,2020,4,25,Ethiopia,Africa,109224559,1,0
2020-04-24,2020,4,24,Ethiopia,Africa,109224559,0,0
2020-04-23,2020,4,23,Ethiopia,Africa,109224559,2,0
2020-04-22,2020,4,22,Ethiopia,Africa,109224559,3,0
2020-04-21,2020,4,21,Ethiopia,Africa,109224559,3,0
2020-04-20,2020,4,20,Ethiopia,Africa,109224559,3,0
2020-04-19,2020,4,19,Ethiopia,Africa,109224559,9,0
2020-04-18,2020,4,18,Ethiopia,Africa,109224559,4,0
2020-04-17,2020,4,17,Ethiopia,Africa,109224559,7,0
2020-04-16,2020,4,16,Ethiopia,Africa,109224559,3,0
2020-04-15,2020,4,15,Ethiopia,Africa,109224559,8,0
2020-04-14,2020,4,14,Ethiopia,Africa,109224559,3,0
2020-04-13,2020,4,13,Ethiopia,Africa,109224559,2,0
2020-04-12,2020,4,12,Ethiopia,Africa,109224559,4,1
2020-04-11,2020,4,11,Ethiopia,Africa,109224559,9,0
2020-04-10,2020,4,10,Ethiopia,Africa,109224559,1,0
2020-04-09,2020,4,9,Ethiopia,Africa,109224559,3,0
2020-04-08,2020,4,8,Ethiopia,Africa,109224559,8,0
2020-04-07,2020,4,7,Ethiopia,Africa,109224559,1,0
2020-04-06,2020,4,6,Ethiopia,Africa,109224559,5,2
2020-04-05,2020,4,5,Ethiopia,Africa,109224559,3,0
2020-04-04,2020,4,4,Ethiopia,Africa,109224559,6,0
2020-04-03,2020,4,3,Ethiopia,Africa,109224559,0,0
2020-04-02,2020,4,2,Ethiopia,Africa,109224559,4,0
2020-04-01,2020,4,1,Ethiopia,Africa,109224559,2,0
2020-03-31,2020,3,31,Ethiopia,Africa,109224559,7,0
2020-03-30,2020,3,30,Ethiopia,Africa,109224559,0,0
2020-03-29,2020,3,29,Ethiopia,Africa,109224559,0,0
2020-03-28,2020,3,28,Ethiopia,Africa,109224559,4,0
2020-03-27,2020,3,27,Ethiopia,Africa,109224559,0,0
2020-03-26,2020,3,26,Ethiopia,Africa,109224559,1,0
2020-03-25,2020,3,25,Ethiopia,Africa,109224559,0,0
2020-03-24,2020,3,24,Ethiopia,Africa,109224559,0,0
2020-03-23,2020,3,23,Ethiopia,Africa,109224559,2,0
2020-03-22,2020,3,22,Ethiopia,Africa,109224559,0,0
2020-03-21,2020,3,21,Ethiopia,Africa,109224559,2,0
2020-03-20,2020,3,20,Ethiopia,Africa,109224559,1,0
2020-03-19,2020,3,19,Ethiopia,Africa,109224559,1,0
2020-03-18,2020,3,18,Ethiopia,Africa,109224559,0,0
2020-03-17,2020,3,17,Ethiopia,Africa,109224559,1,0
2020-03-16,2020,3,16,Ethiopia,Africa,109224559,3,0
2020-03-15,2020,3,15,Ethiopia,Africa,109224559,0,0
2020-03-14,2020,3,14,Ethiopia,Africa,109224559,1,0
2020-06-15,2020,6,15,Falkland_Islands_(Malvinas),America,NA,0,0
2020-06-14,2020,6,14,Falkland_Islands_(Malvinas),America,NA,0,0
2020-06-13,2020,6,13,Falkland_Islands_(Malvinas),America,NA,0,0
2020-06-12,2020,6,12,Falkland_Islands_(Malvinas),America,NA,0,0
2020-06-11,2020,6,11,Falkland_Islands_(Malvinas),America,NA,0,0
2020-06-10,2020,6,10,Falkland_Islands_(Malvinas),America,NA,0,0
2020-06-09,2020,6,9,Falkland_Islands_(Malvinas),America,NA,0,0
2020-06-08,2020,6,8,Falkland_Islands_(Malvinas),America,NA,0,0
2020-06-07,2020,6,7,Falkland_Islands_(Malvinas),America,NA,0,0
2020-06-06,2020,6,6,Falkland_Islands_(Malvinas),America,NA,0,0
2020-06-05,2020,6,5,Falkland_Islands_(Malvinas),America,NA,0,0
2020-06-04,2020,6,4,Falkland_Islands_(Malvinas),America,NA,0,0
2020-06-03,2020,6,3,Falkland_Islands_(Malvinas),America,NA,0,0
2020-06-02,2020,6,2,Falkland_Islands_(Malvinas),America,NA,0,0
2020-06-01,2020,6,1,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-31,2020,5,31,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-30,2020,5,30,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-29,2020,5,29,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-28,2020,5,28,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-27,2020,5,27,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-26,2020,5,26,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-25,2020,5,25,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-24,2020,5,24,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-23,2020,5,23,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-22,2020,5,22,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-21,2020,5,21,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-20,2020,5,20,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-19,2020,5,19,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-18,2020,5,18,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-17,2020,5,17,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-16,2020,5,16,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-15,2020,5,15,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-14,2020,5,14,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-13,2020,5,13,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-12,2020,5,12,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-11,2020,5,11,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-10,2020,5,10,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-09,2020,5,9,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-08,2020,5,8,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-07,2020,5,7,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-06,2020,5,6,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-05,2020,5,5,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-04,2020,5,4,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-03,2020,5,3,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-02,2020,5,2,Falkland_Islands_(Malvinas),America,NA,0,0
2020-05-01,2020,5,1,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-30,2020,4,30,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-29,2020,4,29,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-28,2020,4,28,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-27,2020,4,27,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-26,2020,4,26,Falkland_Islands_(Malvinas),America,NA,1,0
2020-04-25,2020,4,25,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-24,2020,4,24,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-23,2020,4,23,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-22,2020,4,22,Falkland_Islands_(Malvinas),America,NA,1,0
2020-04-21,2020,4,21,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-20,2020,4,20,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-19,2020,4,19,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-18,2020,4,18,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-17,2020,4,17,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-16,2020,4,16,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-15,2020,4,15,Falkland_Islands_(Malvinas),America,NA,6,0
2020-04-14,2020,4,14,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-13,2020,4,13,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-12,2020,4,12,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-11,2020,4,11,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-10,2020,4,10,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-09,2020,4,9,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-08,2020,4,8,Falkland_Islands_(Malvinas),America,NA,3,0
2020-04-07,2020,4,7,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-06,2020,4,6,Falkland_Islands_(Malvinas),America,NA,1,0
2020-04-05,2020,4,5,Falkland_Islands_(Malvinas),America,NA,0,0
2020-04-04,2020,4,4,Falkland_Islands_(Malvinas),America,NA,1,0
2020-06-15,2020,6,15,Faroe_Islands,Europe,48497,0,0
2020-06-14,2020,6,14,Faroe_Islands,Europe,48497,0,0
2020-06-13,2020,6,13,Faroe_Islands,Europe,48497,0,0
2020-06-12,2020,6,12,Faroe_Islands,Europe,48497,0,0
2020-06-11,2020,6,11,Faroe_Islands,Europe,48497,0,0
2020-06-10,2020,6,10,Faroe_Islands,Europe,48497,0,0
2020-06-09,2020,6,9,Faroe_Islands,Europe,48497,0,0
2020-06-08,2020,6,8,Faroe_Islands,Europe,48497,0,0
2020-06-07,2020,6,7,Faroe_Islands,Europe,48497,0,0
2020-06-06,2020,6,6,Faroe_Islands,Europe,48497,0,0
2020-06-05,2020,6,5,Faroe_Islands,Europe,48497,0,0
2020-06-04,2020,6,4,Faroe_Islands,Europe,48497,0,0
2020-06-03,2020,6,3,Faroe_Islands,Europe,48497,0,0
2020-06-02,2020,6,2,Faroe_Islands,Europe,48497,0,0
2020-06-01,2020,6,1,Faroe_Islands,Europe,48497,0,0
2020-05-31,2020,5,31,Faroe_Islands,Europe,48497,0,0
2020-05-30,2020,5,30,Faroe_Islands,Europe,48497,0,0
2020-05-29,2020,5,29,Faroe_Islands,Europe,48497,0,0
2020-05-28,2020,5,28,Faroe_Islands,Europe,48497,0,0
2020-05-27,2020,5,27,Faroe_Islands,Europe,48497,0,0
2020-05-26,2020,5,26,Faroe_Islands,Europe,48497,0,0
2020-05-25,2020,5,25,Faroe_Islands,Europe,48497,0,0
2020-05-24,2020,5,24,Faroe_Islands,Europe,48497,0,0
2020-05-23,2020,5,23,Faroe_Islands,Europe,48497,0,0
2020-05-22,2020,5,22,Faroe_Islands,Europe,48497,0,0
2020-05-21,2020,5,21,Faroe_Islands,Europe,48497,0,0
2020-05-20,2020,5,20,Faroe_Islands,Europe,48497,0,0
2020-05-19,2020,5,19,Faroe_Islands,Europe,48497,0,0
2020-05-18,2020,5,18,Faroe_Islands,Europe,48497,0,0
2020-05-17,2020,5,17,Faroe_Islands,Europe,48497,0,0
2020-05-16,2020,5,16,Faroe_Islands,Europe,48497,0,0
2020-05-15,2020,5,15,Faroe_Islands,Europe,48497,0,0
2020-05-14,2020,5,14,Faroe_Islands,Europe,48497,0,0
2020-05-13,2020,5,13,Faroe_Islands,Europe,48497,0,0
2020-05-12,2020,5,12,Faroe_Islands,Europe,48497,0,0
2020-05-11,2020,5,11,Faroe_Islands,Europe,48497,0,0
2020-05-10,2020,5,10,Faroe_Islands,Europe,48497,0,0
2020-05-09,2020,5,9,Faroe_Islands,Europe,48497,0,0
2020-05-08,2020,5,8,Faroe_Islands,Europe,48497,0,0
2020-05-07,2020,5,7,Faroe_Islands,Europe,48497,0,0
2020-05-06,2020,5,6,Faroe_Islands,Europe,48497,0,0
2020-05-05,2020,5,5,Faroe_Islands,Europe,48497,0,0
2020-05-04,2020,5,4,Faroe_Islands,Europe,48497,0,0
2020-05-03,2020,5,3,Faroe_Islands,Europe,48497,0,0
2020-05-02,2020,5,2,Faroe_Islands,Europe,48497,0,0
2020-05-01,2020,5,1,Faroe_Islands,Europe,48497,0,0
2020-04-30,2020,4,30,Faroe_Islands,Europe,48497,0,0
2020-04-29,2020,4,29,Faroe_Islands,Europe,48497,0,0
2020-04-28,2020,4,28,Faroe_Islands,Europe,48497,0,0
2020-04-27,2020,4,27,Faroe_Islands,Europe,48497,0,0
2020-04-26,2020,4,26,Faroe_Islands,Europe,48497,0,0
2020-04-25,2020,4,25,Faroe_Islands,Europe,48497,0,0
2020-04-24,2020,4,24,Faroe_Islands,Europe,48497,2,0
2020-04-23,2020,4,23,Faroe_Islands,Europe,48497,0,0
2020-04-22,2020,4,22,Faroe_Islands,Europe,48497,0,0
2020-04-21,2020,4,21,Faroe_Islands,Europe,48497,0,0
2020-04-20,2020,4,20,Faroe_Islands,Europe,48497,1,0
2020-04-19,2020,4,19,Faroe_Islands,Europe,48497,0,0
2020-04-18,2020,4,18,Faroe_Islands,Europe,48497,0,0
2020-04-17,2020,4,17,Faroe_Islands,Europe,48497,0,0
2020-04-16,2020,4,16,Faroe_Islands,Europe,48497,0,0
2020-04-15,2020,4,15,Faroe_Islands,Europe,48497,0,0
2020-04-14,2020,4,14,Faroe_Islands,Europe,48497,0,0
2020-04-13,2020,4,13,Faroe_Islands,Europe,48497,0,0
2020-04-12,2020,4,12,Faroe_Islands,Europe,48497,0,0
2020-04-11,2020,4,11,Faroe_Islands,Europe,48497,0,0
2020-04-10,2020,4,10,Faroe_Islands,Europe,48497,0,0
2020-04-09,2020,4,9,Faroe_Islands,Europe,48497,0,0
2020-04-08,2020,4,8,Faroe_Islands,Europe,48497,1,0
2020-04-07,2020,4,7,Faroe_Islands,Europe,48497,2,0
2020-04-06,2020,4,6,Faroe_Islands,Europe,48497,0,0
2020-04-05,2020,4,5,Faroe_Islands,Europe,48497,2,0
2020-04-04,2020,4,4,Faroe_Islands,Europe,48497,2,0
2020-04-03,2020,4,3,Faroe_Islands,Europe,48497,4,0
2020-04-02,2020,4,2,Faroe_Islands,Europe,48497,4,0
2020-04-01,2020,4,1,Faroe_Islands,Europe,48497,1,0
2020-03-31,2020,3,31,Faroe_Islands,Europe,48497,9,0
2020-03-30,2020,3,30,Faroe_Islands,Europe,48497,4,0
2020-03-29,2020,3,29,Faroe_Islands,Europe,48497,11,0
2020-03-28,2020,3,28,Faroe_Islands,Europe,48497,4,0
2020-03-27,2020,3,27,Faroe_Islands,Europe,48497,8,0
2020-03-26,2020,3,26,Faroe_Islands,Europe,48497,10,0
2020-03-25,2020,3,25,Faroe_Islands,Europe,48497,4,0
2020-03-24,2020,3,24,Faroe_Islands,Europe,48497,3,0
2020-03-23,2020,3,23,Faroe_Islands,Europe,48497,23,0
2020-03-22,2020,3,22,Faroe_Islands,Europe,48497,12,0
2020-03-21,2020,3,21,Faroe_Islands,Europe,48497,8,0
2020-03-20,2020,3,20,Faroe_Islands,Europe,48497,72,0
2020-06-15,2020,6,15,Fiji,Oceania,883483,0,0
2020-06-14,2020,6,14,Fiji,Oceania,883483,0,0
2020-06-13,2020,6,13,Fiji,Oceania,883483,0,0
2020-06-12,2020,6,12,Fiji,Oceania,883483,0,0
2020-06-11,2020,6,11,Fiji,Oceania,883483,0,0
2020-06-10,2020,6,10,Fiji,Oceania,883483,0,0
2020-06-09,2020,6,9,Fiji,Oceania,883483,0,0
2020-06-08,2020,6,8,Fiji,Oceania,883483,0,0
2020-06-07,2020,6,7,Fiji,Oceania,883483,0,0
2020-06-06,2020,6,6,Fiji,Oceania,883483,0,0
2020-06-05,2020,6,5,Fiji,Oceania,883483,0,0
2020-06-04,2020,6,4,Fiji,Oceania,883483,0,0
